LEAD_ID;NOME LEAD;PRÉ VENDEDOR ATUAL;PRODUTO;ORIGEM;MERCADO;SUB-ORIGEM;TELEFONES;TEL PRINCIPAL;SITE;OBSERVACAO;LINK PUBLICO; LINK RD;CPF/CNPJ;ENDEREÇO;END-NUMERO;END-COMPLEMENTO;END-BAIRRO;END-CEP;END-PAIS;END-ESTADO;END-CIDADE;DATA CADASTRO;DATA ULTIMA ATUALIZACAO;USUARIO CADASTRO;EMAIL USUARIO CADASTRO;ETAPA ATUAL;FUNIL;DATA VENDA
34432061;Gacisa Energia e Solucoes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1141812984;1141812984;;CNPJ: 59270579000155, Razão Social: GACISA ENERGIA E SOLUCOES LTDA, Data de Abertura: 20/07/1988, Sócios: Celio Antonio De Freitas Silva, CNAE primário:0910600-Atividades de apoio à extração de petróleo e gás natural, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjEmZWNpZD0xNzg3OQ2;;59270579000155;MAMORE, Nº 503;;CONJ 94;;06454040;Brasil;São Paulo;Barueri;30/04/2025 18:52:56;30/04/2025 18:52:56;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432068;Tirreno Industria e Comercio de Produtos Quimicos ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1140533346, (+55) 1140533327;1140533346;tirreno.com.br;CNPJ: 61923017000105, Razão Social: TIRRENO INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA, Data de Abertura: 16/01/1968, Outros emails: contabilidade@tirreno.com.br, Sócios: Cosan Lubrificantes E Especialidades S.a., Filipe Affonso Ferreira, Lineu Paulo Moran Filho, Gerson Francisco, Jose Alexandre Magalhaes Baptista, Mara Lourdes Justo Pezzotti, Alexandra Sabia, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 250 à 499 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjgmZWNpZD0xNzg3OQ2;;61923017000105;BANDEIRANTES, Nº 610;;ANTIGO 530;;09912230;Brasil;São Paulo;Diadema;30/04/2025 18:52:59;30/04/2025 18:52:59;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432064;Ramm Quimica Comercio e Industria ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1938444137;1938444137;;CNPJ: 19309816000120, Razão Social: RAMM QUIMICA COMERCIO E INDUSTRIA LTDA, Data de Abertura: 25/11/2013, Outros emails: contato@officexpress.com.br, faturamento@rammquimica.com.br, Sócios: Natali Beatriz Felix Di Donato, Dinamus Administracao De Bens E Participacoes Societarias Ltda, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjQmZWNpZD0xNzg3OQ2;;19309816000120;PLN 137, Nº 5702;;BLOCO B;;13148000;Brasil;São Paulo;Paulínia;30/04/2025 18:52:58;30/04/2025 18:52:58;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432071;Lucheti Lubrificantes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1127328022, (+55) 1127028939;1127328022;lucheti.com.br;CNPJ: 59160689000164, Razão Social: LUCHETI LUBRIFICANTES LTDA, Data de Abertura: 10/08/1988, Outros emails: LUCHETI@LUCHETI.COM.BR, Sócios: Edson Manchado Dos Santos, Osmar Francisco Lucheti, Doralice Aparecida Lucheti, Clayton Lucheti, Meryellem Lucheti, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/lucheti-lubrificantes-ltda-, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzEmZWNpZD0xNzg3OQ2;;59160689000164;COLINA DE SAO MARCOS, Nº 29;; N/C;;08485525;Brasil;São Paulo;São Paulo;30/04/2025 18:53:01;30/04/2025 18:53:01;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425519;BluestOne Brasil;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://bluest.one;beneficiamento de residuos industriais and, manufacturing, sustainability, waste management, recycling, circular economy, carbon credits, resource recovery, industrial transformation, environmental protection, high performance products, waste reduction, green technology, solid waste, innovation, community engagement, renewable energy, environmental governance, eco-friendly practices, zero waste, co-products, reusing materials, metal recovery, public health, educational initiatives, social responsibility, certification, hazardous waste management, energy optimization, environmental impact, environmental education, urban resilience, biodiversity protection, urban waste, industrial waste, training & development, risk management, safety standards, safety regulations, waste sorting, waste recovery, sustainability initiatives, carbon footprint, training programs, pollution reduction, environmental legislation, community projects, stakeholder engagement, waste processing facility, waste diversion strategies, mechanical or industrial engineering, environmental services, renewables & environment, clean energy & technology, health, wellness & fitness;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTkmZWNpZD0xNzg3OQ2;;;Rodovia Cornelio Pires;;;;13440-000;Brasil;São Paulo;São Paulo;30/04/2025 15:39:19;27/05/2025 15:06:34;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425520;Conamore Hotelaria;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 1932314160;1932314160;https://conamore.com.br;enxoval profissional, roupa de cama para hotelaria, personalizacao de enxoval, lencois brancos para hotelaria, toalhas brancas para hotelaria, manufacturing, hotel supplies, hospitality products, hotel linens, towels, bath towels, face towels, bed linens, hospital bed sheets, decorative bed linens, quality bed sheets, cotton sheets, duvets, duvet covers, bed covers, bedspreads, bed protectors, microfiber bedding, flannel bedding, hospitality amenities, soap dispensers, 2-in-1 shampoo & conditioner, aromatic bath products, hotel comforters, hospital blankets, customized embroidery, bulk hotel supplies, quick delivery services, hotel laundry services, high absorbency towels, durable linen products, guaranteed quality, competitive pricing, customer service support, secure online shopping, multiple payment options, order tracking service, promotional offers, discounts on bulk orders, hotel management tips, checklist for hotel supplies, hotel guest experience advice, sustainability in hotel supplies, hospitality marketing, educational materials for hotel management, airbnb host supplies, professional laundry solutions, durable amenities, hospitality management strategies, product customization options, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjAmZWNpZD0xNzg3OQ2;;;Rua Duilio Beltramini;7695;;;;Brasil;São Paulo;São Paulo;30/04/2025 15:39:19;30/04/2025 15:39:19;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34432051;Engendrar Engenheiros Associados Limitada;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1932366100, (+55) 1932364215;1932366100;engendrar.com.br;CNPJ: 00946877000170, Nome Fantasia: ENGENDRAR, Razão Social: ENGENDRAR ENGENHEIROS ASSOCIADOS LIMITADA, Data de Abertura: 24/11/1995, Outros emails: Talita.Giacon@engendrar.com.br, regencycont@uol.com.br, alvir.souto@engendrar.com.br, Wilson.Polo@engendrar.com.br, afranio.santos@engendrar.com.br, herbert.rodrigues@engendrar.com.br, fabio.bulgareli@engendrar.com.br, luiz.pedro@engendrar.com.br, Sócios: Denes Fabio Gondim, Luiz Carlos De Sousa Botelho, CNAE primário:2852600-Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/engendrar, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNTEmZWNpZD0xNzg3OQ2;;00946877000170;ANDRADE NEVES, Nº 295;;EDIF TORRE DE SAO PAULO ANDAR 14 E 15;;13013160;Brasil;São Paulo;Campinas;30/04/2025 18:52:51;30/04/2025 18:52:51;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432053;Confab Servicos Tubulares ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1236449502, (+55) 1236449574;1236449502;tenaris.com;CNPJ: 21482204000186, Razão Social: CONFAB SERVICOS TUBULARES LTDA, Data de Abertura: 27/11/2014, Outros emails: GIAMELLARO@TENARIS.COM, giamellaro@tenaris.com, Sócios: Renato Catallini, Idarilho Goncalves Nascimento Neto, Confab Industrial Sociedade Anonima, Luis Claudio Campos Chad, Pedro Alonso Toffoli, Paulo Eduardo Bicudo Dos Santos, CNAE primário:3314714-Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 250 à 499 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/confab-industrial-s-a, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNTMmZWNpZD0xNzg3OQ2;;21482204000186;GASTAO VIDIGAL NETO, Nº 475;;;;12414020;Brasil;São Paulo;Pindamonhangaba;30/04/2025 18:52:52;27/05/2025 15:09:04;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Dados Validados;Padrão;
34432052;Energis Agroquimica ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1121498900;1121498900;energis8agroquimica.com.br;CNPJ: 03805416000175, Nome Fantasia: ENERGIS 8, Razão Social: ENERGIS 8 AGROQUIMICA LTDA, Data de Abertura: 28/04/2000, Outros emails: cibele.martin@energis8brasil.com, Sócios: Energis8 Do Brasil Ltda., Clovis Gimenes, Leonardo Oliveira Botteon, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: https://www.facebook.com/energis8brasil, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/energis-8-brasil, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNTImZWNpZD0xNzg3OQ2;;03805416000175;DOUTOR ULISSES GUIMARAES, Nº 909;;CONJ D;;09372050;Brasil;São Paulo;Mauá;30/04/2025 18:52:52;27/05/2025 15:08:41;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Dados Validados;Padrão;
34432074;Forum Energia, Tecnologia, Equipamentos e Servicos, ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;;;;CNPJ: 13211886000164, Razão Social: FORUM ENERGIA, TECNOLOGIA, EQUIPAMENTOS E SERVICOS, LTDA, Data de Abertura: 07/02/2011, Outros emails: nilo@nmassess.com.br, Sócios: Nilo Cunha Furtado De Mendonca, Forum Us, Inc., Forum Worldwide Holdings Limited, CNAE primário:3314714-Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzQmZWNpZD0xNzg3OQ2;;13211886000164;APENINOS, Nº 485;;CONJ 12;;01533000;Brasil;São Paulo;São Paulo;30/04/2025 18:53:02;30/04/2025 18:53:02;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432067;Grupioni Equipamentos Industriais ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1639519230, (+55) 1636513011;1639519230;grupioni.com.br;CNPJ: 61471207000139, Razão Social: GRUPIONI EQUIPAMENTOS INDUSTRIAIS LTDA, Data de Abertura: 14/09/1989, Sócios: Edson Cabreira Lando, CNAE primário:2852600-Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: https://www.facebook.com/GrupioniEquipamentos/?locale=pt_BR, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/in/edson-cabreira-lando-2b9b8133, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjcmZWNpZD0xNzg3OQ2;;61471207000139;JOSE EDGARS PEREIRA BARRETO, Nº 685;;;;14140000;Brasil;São Paulo;Cravinhos;30/04/2025 18:52:58;30/04/2025 18:52:58;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432069;Str Energia ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1131242470, (+55) 1133828700;1131242470;strutturaengenharia.com;CNPJ: 13838902000143, Razão Social: STR ENERGIA LTDA, Data de Abertura: 13/05/2011, Sócios: Roberto Viana Batista Junior, Str Projetos E Participacoes Em Recursos Naturais S.a, Str Projetos E Participacoes Ltda, Philip Yang, CNAE primário:0600001-Extração de petróleo e gás natural, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: https://www.facebook.com/strenergia, Instagram: NULL, X: NULL, LinkedIn: https://www.linkedin.com/company/strenergia, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjkmZWNpZD0xNzg3OQ2;;13838902000143;PIAUI, Nº 874;;CASA: PARTE-;;01241000;Brasil;São Paulo;São Paulo;30/04/2025 18:53:00;30/04/2025 18:53:00;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432077;Glenalmond do Brasil Industria e Engenharia ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1532051447, (+55) 1532596631;1532051447;;CNPJ: 14684239000132, Razão Social: GLENALMOND DO BRASIL INDUSTRIA E ENGENHARIA LTDA, Data de Abertura: 22/11/2011, Sócios: Barbara Anne Mincher, Glenalmond Group Ltd, Agnaldo Silva De Paula, CNAE primário:2851800-Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzcmZWNpZD0xNzg3OQ2;;14684239000132;JOAO BATISTA XAVIER, Nº 149;;;;18280620;Brasil;São Paulo;Tatuí;30/04/2025 18:53:03;30/04/2025 18:53:03;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425513;Costa Granitos;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://costagranitos.com.br;mineracao, beneficiamentos de chapas, comercio atacadista, a importacao e exportacao de pedras ornamentais de granitos, manufacturing, web hosting, cloud hosting, data center, domain registration, website builder, ssl certificate, managed hosting, shared hosting, dedicated server, vps hosting, ecommerce hosting, wordpress hosting, website migration, data security, content delivery network, customer support, scalability, affordable pricing, performance optimization, back-end solutions, front-end development, database management, web design, responsive design, seo tools, online storage, backup solutions, internet infrastructure, virtual private server, site management, high availability, load balancing, remote support, network security, email hosting, cdn integration, web analytics, site speed improvement, mobile optimization, server management, user-friendly interface, custom solutions, application hosting, traffic management, api integration, business solutions, online presence, mechanical or industrial engineering, information technology & services, cloud computing, enterprise software, enterprises, computer software, b2b, internet service providers, computer & network security;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTMmZWNpZD0xNzg3OQ2;;;Rua Atalydes Moreira de Souza;502;;;29168-055;Brasil;Espírito Santo;Vila Velha;30/04/2025 15:39:18;27/05/2025 15:06:50;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425524;Daiken Elevadores;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 41995170187;41995170187;https://daikenelevadores.com.br;elevadores, plataformas elevatorias acessibilidade, elevadores residenciais, elevators, hydraulic elevators, vertical platforms, accessibility solutions, residential elevators, safety technology, automation solutions, customer support, technical assistance, high-quality equipment, custom elevator design, home lift, platform lifts, engineered products, manufacturing processes, production planning, supply chain management, customer satisfaction, safety standards, technical specifications, component testing, maintenance services, elevator installation, personalized service, innovative design, cnc machining, material quality, engineering team, technical documentation, elevator modernization, user-friendly interfaces, cost-effective solutions, customized designs, efficient manufacturing, professional support, industry expertise, service reliability, market leadership, product performance, safety testing, user accessibility, competitive pricing, product excellence, project management, elevator safety features, specialized engineering, technical manuals, mechanical systems, electrical systems, logistics & supply chain, machinery, mechanical or industrial engineering, productivity;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjQmZWNpZD0xNzg3OQ2;;;Avenida Sao Gabriel;481;;;83403-500;Brasil;Paraná;Curitiba;30/04/2025 15:39:20;27/05/2025 15:07:14;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425515;STEI;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+33) 974565286;974565286;https://stei13.com;structures metalliques, releves 3d, tuyauterie, chaudronnerie, etudes dexecution, diagnostic, inspection, file management, directory listing, web hosting, file transfer, data organization, ftp support, server access, digital storage, web services, data security, content management, file sharing, cloud storage, data backup, user interface, log file analysis, resource management, site navigation, content delivery, data retrieval, directory structure, metadata management, access permissions, file encryption, remote access, secure connections, web server, client-server model, file versioning, collaboration tools, storage solutions, system configuration, data synchronization, user authentication, file synchronization, bulk file upload, data migration, application integration, remote storage, web application, online file access, file search, content organization, resource allocation, data integrity, web platform, information architecture, information technology & services, computer & network security;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTUmZWNpZD0xNzg3OQ2;;;Allee Andre-marie Ampere;3;;;13500;Brasil;Rio de Janeiro;Rio de Janeiro;30/04/2025 15:39:19;27/05/2025 15:06:59;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34432075;Brasbauer Equipamentos de Perfuracao .;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1130289811, (+55) 1138424552;1130289811;brasbauer.com.br;CNPJ: 11640370000100, Razão Social: BRASBAUER EQUIPAMENTOS DE PERFURACAO LTDA., Data de Abertura: 19/08/2009, Outros emails: rolf@brasbauer.com.br, Sócios: Dario Libano, Bauer Maschinen Gmbh, Brasfond Fundacoes Especiais Ltda, CNAE primário:2851800-Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: https://www.facebook.com/brasbauer, Instagram: NULL, X: NULL, LinkedIn: https://www.linkedin.com/company/brasbauer-equipamentos-de-perfuracao-ltda, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzUmZWNpZD0xNzg3OQ2;;11640370000100;OLIMPIADAS, Nº 194;;CONJ 131   SALA 6;;04551000;Brasil;São Paulo;São Paulo;30/04/2025 18:53:03;30/04/2025 18:53:03;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425518;Margui Engenharia de Equipamentos;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 5432929735;5432929735;https://margui.com.br;asphalt plants, paving solutions, customized projects, maintenance services, spare parts, preventive maintenance, technical support, client training, vibratory screeds, high-quality equipment, construction technology, equipment delivery, technical delivery, customer support, improved user experience, sustainable solutions, engineering expertise, multi-capacity asphalt plants, soil plants, rotary dryers, preventive inspections, technical training, original spare parts, assembly services, asphalt tanks, filler dosing silo, aggregate silos, asphalt control systems, expert technicians, timely replacements, specialized engineers, project development, client relations, market expansion, international presence, bndes financing, cutting-edge technology, customized paving, repair services, supply chain management, competitive analysis, product catalog download, industry standards, environmental responsibility, flexible manufacturing, technical advancements, industrial machinery, customer engagement, logistics & supply chain;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTgmZWNpZD0xNzg3OQ2;;;Estrada Morro Gaucho;555;;;95778-000;Brasil;Rio Grande do Sul;Caxias do Sul;30/04/2025 15:39:19;30/04/2025 15:39:19;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34432070;Ssoil Energy ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1836384550;1836384550;ssoilenergy.com.br;CNPJ: 30459634000178, Razão Social: SSOIL ENERGY S/A, Data de Abertura: 15/05/2018, Outros emails: FAQ@SSOIL.COM, faq@ssoil.com, joao.reis@ssoilenergy.com.br, ricardo.moura@ssoilenergy.com, ricardo.moura@ssoilenergy.com.br, comercial@ssoilenergy.com.br, Sócios: Ricardo Jose Melo De Moura Junior, Andre Gustavo Rodrigues De Menezes, CNAE primário:1921700-Fabricação de produtos do refino de petróleo, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 250 à 499 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/ssoil-energy, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzAmZWNpZD0xNzg3OQ2;;30459634000178;MUNICIPAL COROADOS, Nº 148;; KM 1.1  SALA 01;;16260000;Brasil;São Paulo;Coroados;30/04/2025 18:53:01;30/04/2025 18:53:01;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425525;Copespuma;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 1121849844;1121849844;https://copespuma.com.br;latex, travesseiros, colchoes, almofadas, camas, manufacturing, mattresses, pillows, ergonomic sleeping products, comfort, wellness, sustainable materials, quality sleep, pressure relief, customizable products, home care solutions, foam technology, high-density foam, anatomical design, breathable fabrics, supportive cushions, restoration, energy recovery, health accessories, home decor, luxury bedding, sleep innovation, temperature regulation, removable covers, washable textiles, natural materials, commercial bedding, hospital bedding, hotel quality, sleep health, back support, full-body pillows, multifunctional use, sleep aids, relaxation, supportive seating, compact packaging, sleep experience, user-friendly, consumer wellness, high-performance foam, certified safe materials, oeko-tex certified, certapur certified, custom sleep solutions, premium comfort, innovative design, safety training, workplace safety, corporate responsibility, consumer education, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjUmZWNpZD0xNzg3OQ2;;;Rua Antonio Christi;160;;;13213-105;Brasil;São Paulo;São Paulo;30/04/2025 15:39:21;27/05/2025 15:07:05;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425511;Dr. JONES;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://drjones.com.br;grooming, beauty, consumer, hairstyle, barba, manufacturing, razor, beard care, shaving kit, shaving cream, after shave, shaving balm, face wash, shampoo, hair care, body wash, moisturizer, men's grooming, barber accessories, personal care, skin protection, sensitive skin, high-quality blades, durable razors, ergonomic design, lubricating strip, aloe vera, hair strengthening, anti-dandruff, charcoal shampoo, shaving precision, razor refills, combination packs, subscription service, discount offers, blue friday promotion, men's beauty, grooming essentials, self-care products, facial cleanser, firming lotion, reducing gel, hydration, shaving experience, clean skin, daily routine, smooth shave, advanced technology, active ingredients, codified products, comfortable grooming, premium blades, personalized care, beauty subscription, styling gel, natural ingredients, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTEmZWNpZD0xNzg3OQ2;;;Rua Cacapava;49;;;01408-010;Brasil;São Paulo;São Paulo;30/04/2025 15:39:18;27/05/2025 15:06:41;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34432078;Energis Industria e Comercio ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1534599933, (+55) 1534599932;1534599933;;CNPJ: 00696951000147, Razão Social: ENERGIS8 INDUSTRIA E COMERCIO LTDA, Data de Abertura: 10/07/1995, Outros emails: luciane.marcon@energis8.com, Sócios: Energis8 Do Brasil Ltda., Ffb Enterprises, Inc, Vladimir Cassiolato, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/petrowax, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzgmZWNpZD0xNzg3OQ2;;00696951000147;MARIA CONCEICAO APARECIDA ANDRADE, Nº 201;;GALPAO01 PORTAO 01 SALA 03;;18560000;Brasil;São Paulo;Iperó;30/04/2025 18:53:03;30/04/2025 18:53:03;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432073;Tamco Lubrificantes e Derivados ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 11344479292, (+55) 1139414080;11344479292;tamcolubrificantes.com.br;CNPJ: 61465597000134, Nome Fantasia: TAMCO LUBRIFICANTES, Razão Social: TAMCO LUBRIFICANTES E DERIVADOS LTDA, Data de Abertura: 22/09/1961, Outros emails: LUCAS@TAMCOLUBRIFICANTES.COM.BR, asteca@veloxmail.com.br, lucas@tamcolubrificantes.com.br, contato@tamcolubrificantes.com.br, oberdan@tamcolubrificantes.com.br, Sócios: Oberdan Minucci Guimaraes, Taboca Participacoes Societarias Ltda, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: https://www.facebook.com/tamcolubrificantes/?locale=pt_BR, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/tamco-lubrificantes, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzMmZWNpZD0xNzg3OQ2;;61465597000134;PAR PARNAIBA, Nº 6501;;;;07811060;Brasil;São Paulo;Franco da Rocha;30/04/2025 18:53:01;30/04/2025 18:53:01;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
